Title,Worldwide Earnings,Domestic Earnings,Domestic Percent Earnings,Foreign Earnings,Foreign Percent Earnings,Year
RED 2,148075565,53262560,36.0,94813005,64.0,2013
Mama,146428180,71628180,48.9,74800000,51.1,2013
Escape Plan,137328301,25135965,18.3,112192336,81.7,2013
2 Guns,131940411,75612460,57.3,56327951,42.7,2013
This Is the End,126041322,101470202,80.5,24571120,19.5,2013
Ender's Game,125544024,61737191,49.2,63806833,50.8,2013
Prisoners,122126687,61002302,50.0,61124385,50.0,2013
Jurassic Park 2013 Re0release,118192315,45385935,38.4,72806380,61.6,2013
Saving Mr. Banks,117867984,83301580,70.7,34566404,29.3,2013
Warm Bodies,116980662,66380662,56.7,50600000,43.3,2013
Personal Tailor,116126458,375892,0.3,115750566,99.7,2013
So Young,114926694,11186,0.0,114915508,100.0,2013
Free Birds,110387072,55750480,50.5,54636592,49.5,2013
Gangster Squad,105200903,46000903,43.7,59200000,56.3,2013
Instructions Not Included,100486616,44467206,44.3,56019410,55.7,2013
Philomena,100129872,37709979,37.7,62419893,62.3,2013
Blue Jasmine,99104804,33405481,33.7,65699323,66.3,2013
Young Detective Dee: Rise of the Sea Dragon,98774891,87783,0.0,98687108,99.9,2013
Riddick,98337295,42025135,42.7,56312160,57.3,2013
Safe Haven,97594140,71349120,73.1,26245020,26.9,2013
Evil Dead,97542952,54239856,55.6,43303096,44.4,2013
42,97470701,95020213,97.5,2450488,2.5,2013
The Mortal Instruments: City of Bones,95396573,31165421,32.7,64231152,67.3,2013
Rush,95224595,26947624,28.3,68276971,71.7,2013
Police Story: Lockdown,94249025,0,0.0,94249025,100.0,2013
The Internship,93492844,44672764,47.8,48820080,52.2,2013
The Purge,89328627,64473115,72.2,24855512,27.8,2013
Dhoom 3,88031955,8031955,9.1,80000000,90.9,2013
Pain & Gain,87305549,49875291,57.1,37430258,42.9,2013
About Time,87100449,15322921,17.6,71777528,82.4,2013
American Dreams in China,87097067,0,0.0,87097067,100.0,2013
Snowpiercer,86758912,4563650,5.3,82195262,94.7,2013
Carrie,84790678,35266619,41.6,49524059,58.4,2013
Finding Mr. Right,84112033,6945,0.0,84105088,100.0,2013
The Fighter Pilot,82879386,0,0.0,82879386,100.0,2013
Miracle in Cell No. 7,82101723,0,0.0,82101723,100.0,2013
The Attorney,78547586,557236,0.7,77990350,99.3,2013
The Family,78418811,36918811,47.1,41500000,52.9,2013
Scary Movie V,78378744,32015787,40.8,46362957,59.2,2013
R.I.P.D.,78324220,33618855,42.9,44705365,57.1,2013
Tiny Times,77717014,23462,0.0,77693552,100.0,2013
Suck Me Shakespeer,77676735,0,0.0,77676735,100.0,2013
The Book Thief,76586316,21488481,28.1,55097835,71.9,2013
Escape from Planet Earth,74597643,57012977,76.4,17584666,23.6,2013
August: Osage County,74188937,37738810,50.9,36450127,49.1,2013
The Best Man Holiday,72835710,70525195,96.8,2310515,3.2,2013
The Counselor,71009334,16973715,23.9,54035619,76.1,2013
Sole a catinelle,69903094,0,0.0,69903094,100.0,2013
The Call,68572631,51872378,75.6,16700253,24.4,2013
One Direction: This Is Us,68532898,28873374,42.1,39659524,57.9,2013
Stalingrad,68316452,1013945,1.5,67302507,98.5,2013
Thunder and the House of Magic,64197205,4091,0.0,64193114,100.0,2013
The Grandmaster,64076736,6594959,10.3,57481777,89.7,2013
Side Effects,63414135,32172757,50.7,31241378,49.3,2013
Runner Runner,62675095,19316646,30.8,43358449,69.2,2013
The Face Reader,61559184,515876,0.8,61043308,99.2,2013
The Legend of Hercules,61279452,18848538,30.8,42430914,69.2,2013
Kick0Ass 2,60795985,28795985,47.4,32000000,52.6,2013
A Haunted House,60159584,40041683,66.6,20117901,33.4,2013
Beautiful Creatures,60052138,19452138,32.4,40600000,67.6,2013
Snitch,57824674,42930462,74.2,14894212,25.8,2013
The Physician,57284237,0,0.0,57284237,100.0,2013
Firestorm,55754766,0,0.0,55754766,100.0,2013
Dallas Buyers Club,55198285,27298285,49.5,27900000,50.5,2013
A Madea Christmas,53396635,52543354,98.4,853281,1.6,2013
Temptation: Confessions of a Marriage Counselor,53143144,51975354,97.8,1167790,2.2,2013
Delivery Man,53120346,30664106,57.7,22456240,42.3,2013
The 100 Year0Old Man Who Climbed Out the Window and Disappeared,51167572,944193,1.8,50223379,98.2,2013
Dragon Ball Z: Battle of Gods,50461371,2553002,5.1,47908369,94.9,2013
The Berlin File,48972848,665210,1.4,48307638,98.6,2013
Homefront,48449416,20158898,41.6,28290518,58.4,2013
The Last Stand,48330757,12050299,24.9,36280458,75.1,2013
Her,48269269,25568251,53.0,22701018,47.0,2013
21 & Over,48065672,25682380,53.4,22383292,46.6,2013
Texas Chainsaw,47340586,34341945,72.5,12998641,27.5,2013
Tiny Times 2.0,47289937,43788,0.0,47246149,99.9,2013
Switch,47164301,0,0.0,47164301,100.0,2013
The Place Beyond the Pines,47052899,21403519,45.5,25649380,54.5,2013
Parker,46922566,17616641,37.5,29305925,62.5,2013
The Big Wedding,46522137,21819348,46.9,24702789,53.1,2013
Badges of Fury,46495296,0,0.0,46495296,100.0,2013
The World's End,46089287,26004851,56.4,20084436,43.6,2013
Grudge Match,44907260,29807260,66.4,15100000,33.6,2013
The White Storm,44670277,0,0.0,44670277,100.0,2013
Tarzan,44095996,0,0.0,44095996,100.0,2013
Secretly Greatly,43447199,0,0.0,43447199,100.0,2013
The Chef The Actor The Scoundrel,42970000,0,0.0,42970000,100.0,2013
Doraemon: Nobita's Secret Gadget Museum,42770271,0,0.0,42770271,100.0,2013
Jobs,42128352,16131410,38.3,25996942,61.7,2013
No Man's Land,41807712,0,0.0,41807712,100.0,2013
Lupin III vs. Detective Conan: The Movie,41397727,0,0.0,41397727,100.0,2013
Yolki 3,40267368,0,0.0,40267368,100.0,2013
Don Jon,39439355,24477704,62.1,14961651,37.9,2013
Antoine and Sebastian,38719881,0,0.0,38719881,100.0,2013
Cold Eyes,37795598,0,0.0,37795598,100.0,2013
Like Father Like Son,37170163,334616,0.9,36835547,99.1,2013
Detective Conan: Private Eye in the Distant Sea,36324232,0,0.0,36324232,100.0,2013
Dügün Dernek,36185741,0,0.0,36185741,100.0,2013
The Terror Live,35659824,0,0.0,35659824,100.0,2013
Blind Detective,34958596,0,0.0,34958596,100.0,2013
Broken City,34737199,19701164,56.7,15036035,43.3,2013
Inside Llewyn Davis,32935319,13235319,40.2,19700000,59.8,2013
Serial Teachers,32849727,0,0.0,32849727,100.0,2013
Mud,32613173,21590086,66.2,11023087,33.8,2013
Midsummer's Equation,32514549,0,0.0,32514549,100.0,2013
Kevin Hart: Let Me Explain,32318051,32244051,99.8,74000,0.2,2013
Pokémon,32293377,0,0.0,32293377,100.0,2013
The After0Dinner Mysteries,32160741,0,0.0,32160741,100.0,2013
Underdogs,31775719,0,0.0,31775719,100.0,2013
Spring Breakers,31724284,14124284,44.5,17600000,55.5,2013
New World,31670607,457806,1.4,31212801,98.6,2013
101 Proposals,31283838,0,0.0,31283838,100.0,2013
A Wedding Invitation,30665036,14350,0.0,30650686,100.0,2013
Silent Witness,29315945,0,0.0,29315945,100.0,2013
Special ID,29139936,12666,0.0,29127270,100.0,2013
Kokowääh 2,28811936,0,0.0,28811936,100.0,2013
The Suspect,28674130,218693,0.8,28455437,99.2,2013
The Four 2,28599970,0,0.0,28599970,100.0,2013
The Kiyosu Conference,28338665,0,0.0,28338665,100.0,2013
I Give It a Year,28328531,34657,0.1,28293874,99.9,2013
Mandela: Long Walk to Freedom,27985788,8323085,29.7,19662703,70.3,2013
Dark Skies,27858103,17418667,62.5,10439436,37.5,2013
Nebraska,27682872,17654912,63.8,10027960,36.2,2013
The Incredible Burt Wonderstone,27437881,22537881,82.1,4900000,17.9,2013
Gorko!,27369902,0,0.0,27369902,100.0,2013
Khumba,27187375,1029,0.0,27186346,100.0,2013
You're Next,26895481,18494006,68.8,8401475,31.2,2013
Mr. Go,26835201,0,0.0,26835201,100.0,2013
The Break Up Man,26477012,0,0.0,26477012,100.0,2013
The Way Way Back,26474920,21506546,81.2,4968374,18.8,2013
We Are the Nobles,26433651,0,0.0,26433651,100.0,2013
The Stolen Years,26249553,0,0.0,26249553,100.0,2013
One Night Surprise,26220159,0,0.0,26220159,100.0,2013
Platinum Data,26052718,0,0.0,26052718,100.0,2013
Gekijouban SPEC: Kurôzu 0 Zen no hen,25860404,0,0.0,25860404,100.0,2013
Unbeatable,25816154,0,0.0,25816154,100.0,2013
Man on the Edge,25774679,0,0.0,25774679,100.0,2013
Enough Said,25288872,17550872,69.4,7738000,30.6,2013
The Last Exorcism Part II,25051865,15179302,60.6,9872563,39.4,2013
Me Myself and Mum,24991467,0,0.0,24991467,100.0,2013
Drug War,24676341,128195,0.5,24548146,99.5,2013
The Tale of The Princess Kaguya,24479719,703232,2.9,23776487,97.1,2013
The Great Beauty,24395873,2852400,11.7,21543473,88.3,2013
Trance,24261569,2328743,9.6,21932826,90.4,2013
The Railway Man,24174885,4438438,18.4,19736447,81.6,2013
Out of Inferno,24109886,0,0.0,24109886,100.0,2013
Bring Happiness Home,23980000,0,0.0,23980000,100.0,2013
Transformers: Age of Extinction,1104054072,245439076,22.2,858614996,77.8,2014
The Hobbit: The Battle of the Five Armies,956019788,255119788,26.7,700900000,73.3,2014
Guardians of the Galaxy,772776600,333176600,43.1,439600000,56.9,2014
Maleficent,758410378,241410378,31.8,517000000,68.2,2014
The Hunger Games: Mockingjay 0 Part 1,755356711,337135885,44.6,418220826,55.4,2014
X0Men: Days of Future Past,746045700,233921534,31.4,512124166,68.6,2014
Captain America: The Winter Soldier,714421503,259766572,36.4,454654931,63.6,2014
Dawn of the Planet of the Apes,710644566,208545589,29.3,502098977,70.7,2014
The Amazing Spider0Man 2,708982323,202853933,28.6,506128390,71.4,2014
Interstellar,681070397,188020017,27.6,493050380,72.4,2014
Big Hero 6,657827828,222527828,33.8,435300000,66.2,2014
How to Train Your Dragon 2,621537519,177002924,28.5,444534595,71.5,2014
American Sniper,547626372,350126372,63.9,197500000,36.1,2014
Godzilla,524976069,200676069,38.2,324300000,61.8,2014
Rio 2,498781117,131538435,26.4,367242682,73.6,2014
Teenage Mutant Ninja Turtles,485004754,191204754,39.4,293800000,60.6,2014
The Lego Movie,468060692,257760692,55.1,210300000,44.9,2014
Lucy,458863600,126663600,27.6,332200000,72.4,2014
Penguins of Madagascar,373515621,83850911,22.4,289664710,77.6,2014
Edge of Tomorrow,370541256,100206256,27.0,270335000,73.0,2014
Gone Girl,369330363,167767189,45.4,201563174,54.6,2014
Night at the Museum: Secret of the Tomb,363204635,113746621,31.3,249458014,68.7,2014
Noah,359200044,101200044,28.2,258000000,71.8,2014
The Maze Runner,348319861,102427862,29.4,245891999,70.6,2014
300: Rise of an Empire,337580051,106580051,31.6,231000000,68.4,2014
22 Jump Street,331333876,191719337,57.9,139614539,42.1,2014
The Fault in Our Stars,307166834,124872350,40.7,182294484,59.3,2014
Divergent,288885818,150947895,52.3,137937923,47.7,2014
Paddington,282370135,76271832,27.0,206098303,73.0,2014
Mr. Peabody & Sherman,275698039,111506430,40.4,164191609,59.6,2014
Neighbors,270665134,150157400,55.5,120507734,44.5,2014
Exodus: Gods and Kings,268175631,65014513,24.2,203161118,75.8,2014
Annabelle,257047661,84273813,32.8,172773848,67.2,2014
Hercules,244819862,72688614,29.7,172131248,70.3,2014
RoboCop,242688965,58607007,24.1,184081958,75.9,2014
The Imitation Game,233555708,91125683,39.0,142430025,61.0,2014
Non0Stop,222809600,92168600,41.4,130641000,58.6,2014
Dracula Untold,217124280,56280355,25.9,160843925,74.1,2014
The Expendables 3,214657577,39322544,18.3,175335033,81.7,2014
Into the Woods,212902372,128002372,60.1,84900000,39.9,2014
Fury,211817906,85817906,40.5,126000000,59.5,2014
Need for Speed,203277636,43577636,21.4,159700000,78.6,2014
The Other Woman,196710396,83911193,42.7,112799203,57.3,2014
The Equalizer,192330738,101530738,52.8,90800000,47.2,2014
Breakup Buddies,189017596,777896,0.4,188239700,99.6,2014
Stand by Me Doraemon,183442714,0,0.0,183442714,100.0,2014
Serial Bad Weddings,176404493,0,0.0,176404493,100.0,2014
The Monkey King: Havoc in Heaven's Palace,175835580,0,0.0,175835580,100.0,2014
The Grand Budapest Hotel,172936941,59301324,34.3,113635617,65.7,2014
Dumb and Dumber To,169837010,86208010,50.8,83629000,49.2,2014
Into the Storm,161502194,47602194,29.5,113900000,70.5,2014
Unbroken,161459297,115637895,71.6,45821402,28.4,2014
The Monuments Men,155641650,78031620,50.1,77610030,49.9,2014
Ride Along,154468902,134938200,87.4,19530702,12.6,2014
Planes: Fire & Rescue,146965787,59165787,40.3,87800000,59.7,2014
The Taking of Tiger Mountain,141654055,228984,0.2,141425071,99.8,2014
The Admiral: Roaring Currents,138342258,2589811,1.9,135752447,98.1,2014
Let's Be Cops,138224951,82390774,59.6,55834177,40.4,2014
Annie,136853506,85911262,62.8,50942244,37.2,2014
Jack Ryan: Shadow Recruit,135503748,50577412,37.3,84926336,62.7,2014
Blended,127994610,46294610,36.2,81700000,63.8,2014
Sex Tape,126069509,38543473,30.6,87526036,69.4,2014
The Theory of Everything,123726688,35893537,29.0,87833151,71.0,2014
The Nut Job,120885527,64251541,53.2,56633986,46.8,2014
Pompeii,117831631,23219748,19.7,94611883,80.3,2014
Seventh Son,114178613,17223265,15.1,96955348,84.9,2014
The Purge: Anarchy,111928365,71962800,64.3,39965565,35.7,2014
Dad Where Are We Going?,111870000,0,0.0,111870000,100.0,2014
The Boxtrolls,108255770,50837305,47.0,57418465,53.0,2014
Horrible Bosses 2,107645357,54445357,50.6,53200000,49.4,2014
The Breakup Guru,106980263,208959,0.2,106771304,99.8,2014
Ouija,103590271,50856010,49.1,52734261,50.9,2014
Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,41.0,60874496,59.0,2014
Transcendence,103039258,23022309,22.3,80016949,77.7,2014
Heaven Is for Real,101888019,91443253,89.7,10444766,10.3,2014
Alexander and the Terrible Horrible No Good Very Bad Day,100654149,66954149,66.5,33700000,33.5,2014
Tammy,100375432,84525432,84.2,15850000,15.8,2014
PK,100370104,10616104,10.6,89754000,89.4,2014
The Continent,100125957,0,0.0,100125957,100.0,2014
The Book of Life,99783556,50151543,50.3,49632013,49.7,2014
Ode to My Father,99085291,2300121,2.3,96785170,97.7,2014
Fleet of Time,94244191,569280,0.6,93674911,99.4,2014
The Man from Macau,93864936,0,0.0,93864936,100.0,2014
Paranormal Activity: The Marked Ones,90894962,32462372,35.7,58432590,64.3,2014
The Hundred0Foot Journey,89514453,54240821,60.6,35273632,39.4,2014
Deliver Us from Evil,87937815,30577122,34.8,57360693,65.2,2014
A Million Ways to Die in the West,87189756,43139300,49.5,44050456,50.5,2014
Step Up All In,86165646,14904384,17.3,71261262,82.7,2014
John Wick,86013056,43037835,50.0,42975221,50.0,2014
The Judge,84419388,47119388,55.8,37300000,44.2,2014
Tiny Times 3.0,82320000,0,0.0,82320000,100.0,2014
Gone with the Bullets,81387479,0,0.0,81387479,100.0,2014
Muppets Most Wanted,80383113,51183113,63.7,29200000,36.3,2014
Spanish Affair,78768613,0,0.0,78768613,100.0,2014
If I Stay,78274843,50474843,64.5,27800000,35.5,2014
Head Full of Honey,78127384,0,0.0,78127384,100.0,2014
I Frankenstein,76801179,19075290,24.8,57725889,75.2,2014
Crimson Peak,74679822,31090320,41.6,43589502,58.4,2014
My Old Classmate,73052128,0,0.0,73052128,100.0,2014
The Bélier Family,72751538,0,0.0,72751538,100.0,2014
Brick Mansions,71416730,20396829,28.6,51019901,71.4,2014
Son of God,70829270,59700064,84.3,11129206,15.7,2014
Think Like a Man Too,70181428,65182182,92.9,4999246,7.1,2014
Jersey Boys,67647013,47047013,69.5,20600000,30.5,2014
The Giver,66980456,45090374,67.3,21890082,32.7,2014
Selma,66787908,52076908,78.0,14711000,22.0,2014
Beijing Love Story,65842375,428318,0.7,65414057,99.3,2014
The House That Never Dies,65220000,0,0.0,65220000,100.0,2014
The Pirates,64858224,415775,0.6,64442449,99.4,2014
God's Not Dead,64667874,60755732,94.0,3912142,6.0,2014
The Pirate Fairy,63998725,0,0.0,63998725,100.0,2014
The Inbetweeners 2,63852235,0,0.0,63852235,100.0,2014
Begin Again,63464861,16170632,25.5,47294229,74.5,2014
The White Haired Witch of Lunar Kingdom,62515046,0,0.0,62515046,100.0,2014
The Walk,61181942,10137502,16.6,51044440,83.4,2014
Miss Granny,58940254,0,0.0,58940254,100.0,2014
A Walk Among the Tombstones,58834384,26307600,44.7,32526784,55.3,2014
Dolphin Tale 2,57824533,42024533,72.7,15800000,27.3,2014
St. Vincent,54837234,44137712,80.5,10699522,19.5,2014
No Good Deed,54323210,52543632,96.7,1779578,3.3,2014
Overheard 3,53493428,0,0.0,53493428,100.0,2014
Supercondriaque,53425036,0,0.0,53425036,100.0,2014
3 Days to Kill,53260230,30697999,57.6,22562231,42.4,2014
Rurouni Kenshin Part II: Kyoto Inferno,52696176,0,0.0,52696176,100.0,2014
Wild,52501541,37880356,72.2,14621185,27.8,2014
Magic in the Moonlight,51029361,10539326,20.7,40490035,79.3,2014
About Last Night,50445860,48637684,96.4,1808176,3.6,2014
Dearest 2014 Re0release,50000583,0,0.0,50000583,100.0,2014
Whiplash,48982041,13092000,26.7,35890041,73.3,2014
Chef,48428048,31424003,64.9,17004045,35.1,2014
Boyhood,48137666,25352281,52.7,22785385,47.3,2014
Coming Home,47587984,377607,0.8,47210377,99.2,2014
Beauty and the Beast,47430624,0,0.0,47430624,100.0,2014
Nightcrawler,47425835,32381217,68.3,15044618,31.7,2014
Earth to Echo,45681062,38934842,85.2,6746220,14.8,2014
That Awkward Moment,45640143,26068955,57.1,19571188,42.9,2014
Love on the Cloud,45386560,271734,0.6,45114826,99.4,2014
Oculus,44446287,27695246,62.3,16751041,37.7,2014
The Great Hypnotist,44077818,0,0.0,44077818,100.0,2014
Kick,43996483,2472695,5.6,41523788,94.4,2014
Asterix and Obelix: Mansion of the Gods,42830578,0,0.0,42830578,100.0,2014
Thermae Romae II,42473163,0,0.0,42473163,100.0,2014
Bang Bang,42045981,2546172,6.1,39499809,93.9,2014
Detective Conan: The Sniper from Another Dimension,42028116,0,0.0,42028116,100.0,2014
Rurouni Kenshin: The Legend Ends,41900000,0,0.0,41900000,100.0,2014
As Above So Below,41898409,21321100,50.9,20577309,49.1,2014
This Is Where I Leave You,41296320,34296320,83.0,7000000,17.0,2014
Boonie Bears: To the Rescue,40163675,0,0.0,40163675,100.0,2014
The November Man,39661919,25018119,63.1,14643800,36.9,2014
Recep Ivedik 4,39477906,0,0.0,39477906,100.0,2014
Sin City: A Dame to Kill For,39407616,13757804,34.9,25649812,65.1,2014
The Gambler,39280992,33680992,85.7,5600000,14.3,2014
Samba,39178695,151530,0.4,39027165,99.6,2014
Women Who Flirt,39156132,375495,1.0,38780637,99.0,2014
Forbidden Empire 2014 Re0release,38885962,0,0.0,38885962,100.0,2014
The Best of Me,38609668,26766213,69.3,11843455,30.7,2014
Million Dollar Arm,38483455,36457627,94.7,2025828,5.3,2014
But Always,38039248,430760,1.1,37608488,98.9,2014
Devil's Due,36921560,15821461,42.9,21100099,57.1,2014
A Most Wanted Man,36233517,17237855,47.6,18995662,52.4,2014
Kundo: Age of the Rampant,35941291,280958,0.8,35660333,99.2,2014
Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re0release,35861856,0,0.0,35861856,100.0,2014
The Water Diviner,35396641,4196641,11.9,31200000,88.1,2014
When Marnie Was There,34949567,561085,1.6,34388482,98.4,2014
Endless Love,34718173,23438250,67.5,11279923,32.5,2014
Black & White: The Dawn of Justice,34146896,0,0.0,34146896,100.0,2014
My Love Don't Cross That River,34012261,0,0.0,34012261,100.0,2014
Don't Go Breaking My Heart 2,33801759,0,0.0,33801759,100.0,2014
Get on Up,33448971,30703100,91.8,2745871,8.2,2014
Girls,33325338,0,0.0,33325338,100.0,2014
The Crossing,32806475,0,0.0,32806475,100.0,2014
Old Boys: The Way of the Dragon,32800000,0,0.0,32800000,100.0,2014
Tinker Bell and the Legend of the NeverBeast,31836701,0,0.0,31836701,100.0,2014
The Four 3,31521335,0,0.0,31521335,100.0,2014
Wild Tales,31478893,3106530,9.9,28372363,90.1,2014
Tazza: The Hidden Card,31278476,251555,0.8,31026921,99.2,2014
Mrs. Brown's Boys D'Movie,31116264,0,0.0,31116264,100.0,2014
Rise of the Legend,30932534,0,0.0,30932534,100.0,2014
Winter's Tale,30800231,12600231,40.9,18200000,59.1,2014
When the Game Stands Tall,30138754,30127963,100.0,10791,0.0,2014
Draft Day,29824199,28842237,96.7,981962,3.3,2014
Big Eyes,29253166,14482031,49.5,14771135,50.5,2014
The Fatal Encounter,29060186,0,0.0,29060186,100.0,2014
Maya the Bee Movie,28638603,0,0.0,28638603,100.0,2014
Pokémon the Movie: Diancie and the Cocoon of Destruction,28595105,0,0.0,28595105,100.0,2014
The Divine Move,27926871,136707,0.5,27790164,99.5,2014
